_job_featured_image,_job_title,_job_featured,_job_filled,_job_urgent,_job_description,_job_category,_job_type,_job_tag,_job_expiry_date,_job_gender,_job_apply_type,_job_apply_url,_job_apply_email,_job_salary_type,_job_salary,_job_max_salary,_job_experience,_job_career_level,_job_qualification,_job_video_url,_job_photos,_job_application_deadline_date,_job_address,_job_location,_job_map_location
,Asistente administrativa,1,0,0,"Buscamos una persona organizada, proactiva y con vocación de servicio, que desee formar parte de nuestro equipo y apoyar la gestión administrativa de los proyectos de Fomento Urbano.
Requisitos:
?	Bachillerato en Educación Media concluido
?	Experiencia mínima de 2 años en labores administrativas o secretariales.
?	Manejo intermedio del paquete Microsoft Office.
?	Persona comprometida, proactiva, colaboradora y con buena actitud de servicio.
?	Residencia en la zona de Alajuela, Barva o Santa Bárbara de Heredia.
Se ofrece:
•	Estabilidad laboral
•	Asociación Solidarista
•	Médico de empresa
•	Un ambiente de trabajo profesional y humano, en una empresa con más de cinco décadas de trayectoria",Construcción,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/asistente-administrativa/871359,info@elempleocr.com,Mensual,¢ 350 a 450 mil,450,2 años de experiencia,"Auxiliar, asistencial y otros",Técnico medio,,,2025-11-20,San José,San José,
,Contador administrativo,1,0,0,"Descripción del puesto:
Buscamos un Contador (a) General para gestionar la contabilidad y cumplimiento fiscal de nuestra empresa. Será responsable de la elaboración de estados financieros y del ciclo contable total
Requisitos:
? Graduado (a) en Contaduría Pública.
? Experiencia mínima de 5 años en contabilidad general.
? Conocimiento de la legislación tributaria, mercantil, laboral en Costa Rica
? Conocimiento de ERP SAP (preferible).
? Credenciales de contador (a) vigentes (con sello para firmar EEFF)
? Conocimiento de trámites con entidades gubernamentales.",Administrativo financiero,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/contador-administrativo/869934,info@elempleocr.com,,Salario confidencial,,5 años de experiencia,Profesional,Licenciatura,,,2025-11-20,Heredia,Heredia,
,Vendedor pymes claro empresas distribuidor autorizado,1,0,0,"*Horario de Lunes a Viernes *
* Atractivo plan de comisiones*
Se necesita Ejecutivo pymes:
*Con experiencia en el sector comercial pymes minimo 2 años*
*Control y seguimiento de Clientes*
*Elaboracion de Propuestas*
*Prospeccion y atraccion de clientes nuevos.*
*Orientado a resultados*
*Creativo -- Capacidad de manejar objecciones*
*Proactivo y Comunicativo ---Con iniciativa , vocacion de servicio.*",Call center,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/vendedor-pymes-claro-empresas-distribuidor-autorizado/868971,info@elempleocr.com,Mensual,¢ 550 a 650 mil,650,2 años de experiencia,Profesional,Técnico medio,,,2025-11-20,Cartago,Cartago,
,Bodeguero / apilador con licencia d3,1,0,0,"Requisitos:
-  Bachillerato en Educación Media, concluido.
- 1 a 2 años de experiencia en Industria Farmacéutica.
- Conocimiento básico en BPAD y BPM.
-  Poseer Licencia D3 REQUERIDO.                                                                                                                                                                        - Almacenamiento y técnicas de manejo de mercancía, control de inventario, manejo de apilador y equipo de Bodega.
Salario:  434000 CRC                                                                                                                                                                                                                                                                                                                                          Horario: Rotan 2 turnos por semana. 1 Diurno y otro Mixto. (están por confirmarnos bien esos horarios). Por el momento tenemos los siguientes 1 semana laboran de Lunes a Sábado (6:00 a.m. a 2:00 p.m.) la siguiente semana de Lunes a Viernes (6:00 a.m. a 3:40 p.m.).
Los del turno de la tarde: 1 semana laboran Lunes a Viernes (12:00 m.d. 8:30 p.m.) y la otra Lunes a Sábado (1:30 a 8:30) y ese sábado de 6:00 a.m. a 1:00 p.m.",General,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/bodeguero---apilador-con-licencia-d3/871402,info@elempleocr.com,Mensual,¢ 350 a 450 mil,450,2 años de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-20,San José,San José,
,Contador (a),1,0,0,"CONCURSO PUBLICO N. GRRHH-DRYSP-1037-2025 Le invitamos a ser parte de este equipo. Correos de Costa Rica es una empresa que brinda solidez, estabilidad por una amplia trayectoria, reconocimiento, posibilidades de crecimiento, aprendizaje continuo y un gran ambiente de trabajo. Somos un empleador inclusivo, por lo que instamos la participación de personas calificadas en nuestras posiciones vacantes. Ejecutar laborales de contabilidad en cualquier departamento de la Dirección Financiera y en la Dirección de Nómina.  Preparar conciliaciones de cuentas contables. ? Confeccionar auxiliares de todas las cuentas contables y el registro de cada uno de los movimientos.
? Registrar y codificar depósitos.
Requisitos:Bachiller de secundaria. Y: Técnico medio o Técnico, o Diplomado, en Contabilidad. Incorporación al Colegio de Contadores Privados. 1 año de experiencia en el área respectiva",Contabilidad,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/contador-a/871365,info@elempleocr.com,,Salario confidencial,,1 año de experiencia,"Auxiliar, asistencial y otros",Técnico medio,,,2025-11-20,San José,San José,
,Vendedora,1,0,0,"Puesto Temporal x temporada alta
Ubicación: Multiplaza Escazú
Horario: De centro comercial con 2 días libres
Salario: 450.000 CRC Colones + comisiones
Experiencia mínimo de 6 meses en Ventas
Bachillerato en educación media concluido
Requisitos del Perfil:
Experiencia previa en ventas presenciales o retail (preferiblemente en industria de belleza).
Excelente servicio al cliente, proactividad y habilidades comerciales.
Presentación impecable y buena comunicación.
Disponibilidad para trabajar en horarios rotativos de centro comercial.
Edad máxima recomendada: 32-33 años.
Bachillerato en educación media (mínimo).
Se valora formación técnica adicional en áreas afines.
Experiencia requerida: de 6 meses a 1 año.
Posiciones abiertas para hombres y mujeres.
Condiciones Laborales:",Ventas,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/vendedora/871408,info@elempleocr.com,Mensual,¢ 450 a 550 mil,550,1 año de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-20,Escazú,Escazú,
,Planificador (a),1,0,0,"CONCURSO PUBLICO N. GRRHH-DRYSP-1040-2025
Le invitamos a ser parte de este equipo.  Correos de Costa Rica es una empresa que brinda solidez, estabilidad por una amplia trayectoria, reconocimiento, posibilidades de crecimiento, aprendizaje continuo y un gran ambiente de trabajo.
Somos un empleador inclusivo, por lo que instamos la participación de personas calificadas en nuestras posiciones vacantes.
Gestionar la implementación de buenas prácticas para la planificación empresarial y apoyar los procesos para la implementación del Sistema Integrado de Gestión.
Requisitos:  Licenciatura universitaria en Planificación o carrera afín al puesto.  Incorporado al Colegio Profesional que corresponda.  Mínimo 3 años de experiencia en puestos similares,
Además de los requisitos anteriores, según avance el proceso se le podrá solicitar:  Completar  el Consentimiento Informado, la Oferta de Servicios,  Hoja de Delincuencia, Constancias laborales,  la aplicación de pruebas psicométricas y la prueba médica.",Organización y métodos,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/planificador-a/871395,info@elempleocr.com,,Salario confidencial,,3 años de experiencia,Profesional,Licenciatura,,,2025-11-20,San José,San José,
,Auxiliar postal-alajuelita (nocturno),1,0,0,"Le invitamos a ser parte de este equipo. Correos de Costa Rica es una empresa que brinda solidez, estabilidad por una amplia trayectoria, reconocimiento, posibilidades de crecimiento, aprendizaje continuo y un gran ambiente de trabajo.
Somos un empleador inclusivo, por lo que instamos la participación de personas calificadas en nuestras posiciones vacantes.
Realizar los procesos operativos propios del Centro de Tratamiento Postal, en cumplimiento de las regulaciones postales internacionales y normativa interna de Correos de Costa Rica CONCURSO PUBLICO N. GRRHH-DRYSP-925-2025.
Bachiller de Secundaria .
Experiencia de 1 año en puestos de bodega, almacén o procesos de plantas de producción o atención al cliente
Responsable, puntual en las labores asignadas.
Buen servicio al cliente
Trabajo en equipo
Además de los requisitos anteriores, según avance el proceso se le podrá solicitar: Completar el Consentimiento Informado, la Oferta de Servicios, Hoja de Delincuencia, Constancias laborales, la aplicación de pruebas psicométricas y la prueba médica.",Logística / Distribución,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/auxiliar-postalalajuelita-nocturno/870511,info@elempleocr.com,,Salario confidencial,,Menos de un año de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-20,San José,San José,
,Contador (exp en  impuestos y presupuestos),1,0,0,"Objetivo:
Gestionar y supervisar el cumplimiento de las obligaciones tributarias de la empresa, además de participar en la elaboración de presupuestos
Funciones:
1. Coordinar y revisar la información que se entrega a la administración tributaria.
2. Identificar, evaluar y proponer mejoras a las contingencias fiscales.
3. Asegurar que la política contable de la empresa esté en línea con la normativa tributaria vigente en Costa Rica.
4. Mantenerse actualizado sobre las leyes tributarias del país.
5. Colaborar con otros departamentos para garantizar el cumplimiento fiscal y la planificación financiera.
6. Participar en la elaboración, ejecución y seguimiento de presupuestos.
7. Generar mensualmente los reportes de la ejecución presupuestaria (presupuesto vrs real) y analizarlos con las Jefaturas de cada área.
Requisitos:
Licenciatura en Contaduría Pública, Administración Financiera o carrera afín.
Mínimo 3 años en puestos relacionados con contabilidad tributaria, fiscal o presupuestos.
Conocimiento en legislación tributaria costarricense (IVA, Renta, retenciones, etc.)
Dominio de Excel avanzado.",Administrativo financiero,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/contador-exp-en-impuestos-y-presupuestos/871420,info@elempleocr.com,Mensual,¢ 550 a 650 mil,650,3 años de experiencia,Profesional,Bachillerato universitario,,,2025-11-20,Escazú,Escazú,
,Mensajeros (as) licencia tipo a / heredia /horarios rotativos,1,0,0,"Actualmente estamos en búsqueda de mensajeros (as) para Heredia:
Requisitos:
• Noveno año aprobado
• Experiencia previa en servicio al cliente/ mensajero
• Conocimiento de nomenclatura del GAM
• Licencia al día tipo A
• Moto propia
• Excelente presentación personal
• Disponibilidad para trabajar en horarios rotativos
•  Vivir en Alajuela o alrededores
• Disponibilidad inmediata
Beneficios:
• Salario base
• Pago de la Gasolina
• Pago del mantenimiento
• Convenios comerciales",Salud: médicos,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/mensajeros-as-licencia-tipo-a---heredia--horarios-rotativos/865752,info@elempleocr.com,Mensual,¢ 350 a 450 mil,450,1 año de experiencia,"Auxiliar, asistencial y otros",Educación Primaria,,,2025-11-20,Pavas,Pavas,
,Gestor de control interno de t.i.,1,0,0,"Verificar la correcta ejecución de los procedimientos internos del Departamento de T.I.
Llevar el control de revisión y actualización de la documentación relacionada de la normativa vigente de Tecnologías de Información.
Responsable de la gestión de los procesos de la normativa vigente de Tecnologías de Información en temas de ejecución de tareas, generación de informes cronogramas de pruebas, seguimiento a entregables que deban realizarse, tanto a nivel del departamento de Tecnologías de Información, como de Coopejudicial para el cumplimiento respectivo de los procesos de la normativa vigente de Tecnologías de Información de forma que permita contribuir al cumplimiento de los objetivos del departamento.",Tecnología: soporte-prog y web,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/gestor-de-control-interno-de-ti/870428,info@elempleocr.com,,Salario confidencial,,2 años de experiencia,Profesional,Bachillerato universitario,,,2025-11-20,San José,San José,
,Promotor de ventas farmaceuticas,1,0,0,"Requisitos:
1.	Bachillerato en educación media-deseable.
2.	Años de experiencia: 2 Mínimo
3.	Puesto de experiencia:  promotoría, deseable en área o productos de salud, de medicina y/o Farmacia.
Funciones:
•	Apoyar efectivamente visitando algunos puntos de venta Walmart.
•	Conocer si hay necesidades de producto de la Marca Ancalmo.
•	informar sobre cualquier situación de mejora a los superiores, en caso de que sea necesario en relación al Punto de Venta.
•	Visitar las Farmacias de los Walmart
•	Establecer comunicación directa con los Drs de la farmacia.
Horario: L a V de 8am a 5pm y sábados de 8am a 12 pm
Beneficios: de Ley
Trabajo hibrido 1 vez a la semana",Ventas,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/promotor-de-ventas-farmaceuticas/871426,info@elempleocr.com,Mensual,¢ 350 a 450 mil,450,2 años de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-20,Desamparados,Desamparados,
,Mensajero (a) 2 temporal centro de mensajería norte,1,0,0,"Le invitamos a ser parte de este equipo.  Correos de Costa Rica es una empresa que brinda solidez, estabilidad por una amplia trayectoria, reconocimiento, posibilidades de crecimiento, aprendizaje continuo y un gran ambiente de trabajo.
Somos un empleador inclusivo, por lo que instamos la participación de personas calificadas en nuestras posiciones vacantes.
Clasificar, organizar, verificar y entregar paquetería correspondencia, documentos y demás, de acuerdo con los controles y estándares de calidad de la empresa. CONCURSO PUBLICO N. GRRHH-DRYSP-1025-2025.
Primaria, deseable bachiller de secundaria
Mínimo 6 meses de experiencia en puestos como mensajero, o repartidor o distribuidor, o rutero, o transportista, conocedor de rutas y zonas de influencia o experiencia en puestos relacionados con el trasiego de bienes y recursos.
Licencia A2 al día, deseable B-1
Responsable, puntual, buen servicio al cliente
Trabajo en equipo
Conocer bien la zona y los puntos cardinales
Además de los requisitos anteriores, según avance el proceso se le podrá solicitar:  Completar el Consentimiento Informado, la Oferta de Servicios, Hoja de Delincuencia, Constancias laborales, la aplicación de pruebas psicométricas y la prueba médica.",Operaciones,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/mensajero-a-2-temporal-centro-de-mensajeria-norte/871258,info@elempleocr.com,,Salario confidencial,,Menos de un año de experiencia,"Auxiliar, asistencial y otros",Educación Primaria,,,2025-11-20,San Carlos,San Carlos,
,Auxiliar contable bilingue/ cuentas por pagar,1,0,0,"Analizar casos por chat/correo electrónico en Service Now, para América (excepto Brasil).
Trabajar en la revisión diaria de las listas de tickets abiertos de Service Now según las dependencias.
Analizar cada caso y detallar qué se debe resolver según la categorización, dentro del plazo y el SLA establecidos (crítico, alto, moderado, bajo).
Gestionar y mantener al día las capacitaciones que acompañan el proceso de Help Desk y la seguridad de la empresa.
Trabajar como miembro del equipo y brindar soporte cuando se presente una situación compleja.
Gestionar y presentar la Célula de Comunicación mensualmente al equipo con los resultados semanales.",Contabilidad,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/auxiliar-contable-bilingue--cuentas-por-pagar/871415,info@elempleocr.com,Mensual,¢ 450 a 550 mil,550,1 año de experiencia,"Auxiliar, asistencial y otros",Técnico medio,,,2025-11-20,Heredia,Heredia,
,Asistente administrativo (a) con conocimiento en seguros,1,0,0,"Gestionar los procesos de reclamación ante aseguradoras de carga y proveedores, garantizando la eficiente recuperación de dinero ante dichas aseguradoras de los distintos orígenes con el fin de proteger los intereses de la empresa, a través de la obtención de los pagos y compensaciones adecuados por los daños, faltantes o incidencias ocurridas en los vehículos dentro de la cadena de suministro
Requisitos:
Bachiller en educación Media
Estudiante de Administración Aduanera, Comercio Internacional o áreas afines.
Amplio conocimiento en seguros (deseable de vehículos)
Dominio intermedio de MS Office - Excel
Amplia experiencia en gestión de reclamaciones con aseguradoras, procesos de importación y exportación, manejo de documentación relacionada con la logística y seguros de carga.
Licencia B1 (indispensable)",Logística / Distribución,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/asistente-administrativo-a-con-conocimiento-en-seguros/871403,info@elempleocr.com,,Salario confidencial,,1 año de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-20,San José,San José,
,Ejecutivo de negocios gam,1,0,0,"Objetivo del puesto: Ejecutar actividades relacionadas con la venta y promoción de los productos y servicios financieros y no financieros que ofrece la cooperativa.
Requisitos: Requiere una experiencia de 1 a 2 años en trabajos similares.
Contar con licencia de conducir B1, requerido el vehículo.
Formación Académica: Bachiller en educación media, preferiblemente estudiante de la carrera de administración, mercadeo, publicidad o carrera afín. En caso de ser requerido se le solicitará presentar constancia de notas o carta de la universidad de las materias aprobadas o en curso en caso de estar iniciando la carrera.",Comercial,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/ejecutivo-de-negocios-gam/871416,info@elempleocr.com,Mensual,¢ 450 a 550 mil,550,2 años de experiencia,Profesional,Bachillerato universitario,,,2025-11-20,San José,San José,
,Técnico en soporte,1,0,0,"Requisitos
Experiencia Laboral
•	Experiencia mínima de 4 años en puestos de Técnico en gestión de mesa de ayuda en atención de incidentes y solicitudes.
•	Experiencia en Soporte técnico básico en hardware y software así como en la instalación y configuración de aplicativos.
•	Conocimiento en redes o sistemas operativos, virtualización o a fin.
•	Conocimientos en ITIL (deseable)
•	Conocimientos en Ofimática.
Títulos indispensables
•	Estudiante Universitario (60%) en Electrónica, Informática o Telecomunicaciones.
•	Título de Técnico en mantenimiento de Computadoras
•	Título de Técnico en Redes de computadoras
Funciones:
•	Gestión de mesa de ayuda en atención de incidentes y solicitudes
•	Soporte técnico de hardware, software y telecomunicaciones.
•	Hardware (armado, desarmado y limpieza de equipos, estaciones de trabajo, equipos portátiles e impresoras)
•	Instalación y configuración de Software: Internet, antivirus, Office, Windows.
•	Administración en Office 365
•	Administración  de antivirus como Sophos, ESET, Kaspersky.
•	Administración Active Directory:
•	Configuración de Dispositivos equipo multimedia.",Mantenimiento,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/tecnico-en-soporte/871397,info@elempleocr.com,,Salario confidencial,,4 años de experiencia,Profesional,Bachillerato universitario,,,2025-11-20,San José,San José,
,Asesor comercial,1,0,0,"Licenciado (a) en Enfermería Colegiado o Médico
Experiencia mínima de 2 años como Asesor de ventas de insumos médicos de alta especialización o experiencia como profesional en unidades de cuidado crítico (UCI) de hospitales públicos.
Manejo avanzado de excel
Dominio de herramientas CRM, ERP
Conocimiento en Contratación Pública
Pensamiento estratégico, crítico y analítico.",Comercial,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/asesor-comercial/871398,info@elempleocr.com,,Salario confidencial,,2 años de experiencia,Profesional,Licenciatura,,,2025-11-20,San José,San José,
,Ingeniero de proyectos y de mantenimiento,1,0,0,"*Profesional en Ingenieria Mecanica, Electromecanica o Mantenimiento Industrial (estudiante avanzado, preferiblemente graduado).
*Como minimo debe tener un Tecnico en alguna de dichas carreras.
*Se tomara como un plus la experiencia en aires acondicionados y proyectos de campo.
*Conocimientos en Normas ISO 9000.
*Con disponibilidad de horarios y para giras.
*Preferiblemente con vehiculo y licencia
*Que sepa manejar vehiculo manual",Construcción,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/ingeniero-de-proyectos-y-de-mantenimiento/871428,info@elempleocr.com,,Salario confidencial,,2 años de experiencia,Profesional,Técnico medio,,,2025-11-20,Tibás,Tibás,
,Mensajeros (as) licencia tipo a / aurora heredia,1,0,0,"Actualmente estamos en búsqueda de mensajeros (as) para Heredia:
Requisitos:
• Noveno año aprobado
• Experiencia previa en servicio al cliente/ mensajero
• Conocimiento de nomenclatura del GAM
• Licencia al día tipo A
• Moto propia
• Excelente presentación personal
• Disponibilidad para trabajar en horarios rotativos
•  Vivir en Alajuela o alrededores
• Disponibilidad inmediata
Beneficios:
• Salario base
• Pago de la Gasolina
• Pago del mantenimiento
• Convenios comerciales",Salud: médicos,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/mensajeros-as-licencia-tipo-a---aurora-heredia/868066,info@elempleocr.com,Mensual,¢ 250 a 350 mil,350,1 año de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-20,Pavas,Pavas,
,Gestor de calidad,1,0,0,"*Técnico en Calidad (producto terminado)
*Experiencia en analisis, controles y revision de producto terminado en temas de calidad.
*Experiencia en talleres de manufactura metalica o HVAC.
*Conocimientos en normas ISO 9000.
*Conocimientos en seguridad industrial.
*Saber interpretar planos mecanicos o de fabricacion es un plus.",Construcción,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/gestor-de-calidad/871433,info@elempleocr.com,Mensual,¢ 450 a 550 mil,550,1 año de experiencia,"Auxiliar, asistencial y otros",Técnico medio,,,2025-11-20,Tibás,Tibás,
,Impulsador de ventas,1,0,0,"Excelentes habilidades de ventas para alcanzar el KPI de ventas (mensual).
Mantenerse al día con las características del producto o servicio.
Enfocarse en la experiencia del cliente respondiendo cualquier pregunta que los clientes potenciales puedan tener sobre un producto.
Mostrar las características de un producto a clientes potenciales.
Mantener el área de exhibición ordenada y bien surtida con productos, muestras, material POP, etc.
Instalar y mantener los exhibidores de todas las marcas, para todas las categorías, en las mejores condiciones.
Generar informes que cumplan con los requisitos del negocio.",Comercial,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/impulsador-de-ventas/871399,info@elempleocr.com,Mensual,¢ 250 a 350 mil,350,1 año de experiencia,"Auxiliar, asistencial y otros",Bachillerato edu. diversificada,,,2025-11-20,Alajuela,Alajuela,
,Gerente de recursos humanos,1,0,0,Persona con experiencia para contratar y dirigir su equipo completo en recursos humanos,Recursos humanos,Tiempo completo,Costa Rica,2025-11-20,,external,https://www.elempleo.com/cr/ofertas-trabajo/gerente-de-recursos-humanos/871400,info@elempleocr.com,Mensual,"¢ 1 a 1,5 millones","1,5",5 años de experiencia,Gerente,Bachillerato universitario,,,2025-11-20,San José,San José,
